PM569	PONTIACQ VIELLEPINTE	SRO-BPI-12488977
PM570	BEDEILLE	SRO-BPI-12489037
PM571	MOMY	SRO-BPI-12719917
PM572	BALEIX	SRO-BPI-12480777
PM573	ARBUS	SRO-BPI-12619217
PM574	ARTIGUELOUVE	SRO-BPI-12669617
PM575	ARTIGUELOUVE	SRO-BPI-12669577
PM576	ARTIGUELOUVE	SRO-BPI-12669537
PM577	LAROIN	SRO-BPI-12615837
PM578	SAINT FAUST	SRO-BPI-12619237
PM579	LAROIN	SRO-BPI-12583017
PM580	AUBERTIN	SRO-BPI-13081237
PM581	LACOMMANDE	SRO-BPI-13735397
PM582	PARBAYSE	SRO-BPI-13561037
PM583	BARCUS	SRO-BPI-12695777
PM584	BARCUS	SRO-BPI-12904037
PM585	ESQUIULE	SRO-BPI-12598357
PM586	ANCE FEAS	SRO-BPI-12693957
PM587	MOUMOUR	SRO-BPI-12501457
PM588	GERONCE	SRO-BPI-12445017
PM589	SAINT GOIN	SRO-BPI-12612017
PM590	GEUS D'OLORON	SRO-BPI-12612077
PM591	ANGAIS	SRO-BPI-13003177
PM592	BORDES	SRO-BPI-12830357
PM593	BORDES	SRO-BPI-12830457
PM594	BORDES	SRO-BPI-12830477
PM595	ASSAT	SRO-BPI-12832957
PM596	ASSAT	SRO-BPI-12727177
PM597	ASSAT	SRO-BPI-12650957
PM598	MEILLON	SRO-BPI-12585897
PM599	ARESSY	SRO-BPI-12650477
PM600	RONTIGNON	SRO-BPI-13305317
PM601	UZOS	SRO-BPI-12931557
PM604	NARCASTET	SRO-BPI-12585997
PM605	BALIROS	SRO-BPI-12729817
PM606	BOSDARROS	SRO-BPI-12994517
PM607	RONTIGNON	SRO-BPI-13006397
PM609	ARRICAU BORDES	SRO-BPI-13058897
PM610	CORBERE ABERES	SRO-BPI-12934337
PM611	LEMBEYE	SRO-BPI-12818817
PM612	SIMACOURBE	SRO-BPI-13472217
PM613	LALONGUE	SRO-BPI-12962797
PM614	MONASSUT AUDIRACQ	SRO-BPI-12998937
PM615	PEYRELONGUE ABOS	SRO-BPI-12962837
PM616	SIMACOURBE	SRO-BPI-13472118
PM617	DIUSSE	SRO-BPI-13071237
PM618	CONCHEZ-DE-BEARN	SRO-BPI-13031097
PM619	MONPEZAT	SRO-BPI-13033257
PM620	CROUSEILLES	SRO-BPI-13179537
PM621	AUBOUS	SRO-BPI-13179737
PM622	ARZACQ ARRAZIGUET	SRO-BPI-13372377
PM623	MALAUSSANNE	SRO-BPI-13020397
PM624	MERACQ	SRO-BPI-13064097
PM625	LOUVIGNY	SRO-BPI-13286437
PM626	MONTAGUT	SRO-BPI-13302317
PM627	ARZACQ ARRAZIGUET	SRO-BPI-13063977
PM628	BOUEILH BOUEILHO LASQUE	SRO-BPI-13285777
PM629	ARZACQ ARRAZIGUET	SRO-BPI-13064017
PM630	BUZIET	SRO-BPI-13107997
PM631	OGEU-LES-BAINS	SRO-BPI-13108037
PM632	OGEU-LES-BAINS	SRO-BPI-13108057
PM633	HERRERE	SRO-BPI-13377597
PM634	ESCOUT	SRO-BPI-13193697
PM635	GARLIN	SRO-BPI-13228257
PM636	GARLIN	SRO-BPI-13228217
PM637	GARLIN	SRO-BPI-13228317
PM638	CASTETPUGON	SRO-BPI-13058417
PM639	ORTHEZ	SRO-BPI-13053377
PM640	BIRON	SRO-BPI-13172717
PM641	ORTHEZ	SRO-BPI-13251857
PM642	ORTHEZ	SRO-BPI-13553717
PM643	ORTHEZ	SRO-BPI-13047997
PM644	ORTHEZ	SRO-BPI-13048017
PM645	ORTHEZ	SRO-BPI-13059637
PM646	ORTHEZ	SRO-BPI-13048037
PM647	ORTHEZ	SRO-BPI-13553077
PM648	ORTHEZ	SRO-BPI-13169797
PM649	ORTHEZ	SRO-BPI-13054477
PM650	ORTHEZ	SRO-BPI-13048060
PM651	ORTHEZ	SRO-BPI-13048397
PM652	ORTHEZ	SRO-BPI-13059597
PM653	ORTHEZ	SRO-BPI-13059617
PM654	ORTHEZ	SRO-BPI-13048277
PM655	ORTHEZ	SRO-BPI-13048377
PM656	ORTHEZ	SRO-BPI-13048357
PM657	ORTHEZ	SRO-BPI-13278257
PM658	SALLESPISSE	SRO-BPI-13555757
PM659	OZENX-MONTESTRUCQ	SRO-BPI-13051317
PM660	ORTHEZ	SRO-BPI-13251877
PM661	OZENX-MONTESTRUCQ	SRO-BPI-13052497
PM662	BONNUT	SRO-BPI-13250137
PM663	ORTHEZ	SRO-BPI-13059937
PM664	SAINT-BOES	SRO-BPI-12834437
PM665	GAN	SRO-BPI-13547097
PM666	GAN	SRO-BPI-13315097
PM667	GAN	SRO-BPI-13315217
PM668	GAN	SRO-BPI-13315777
PM669	GAN	SRO-BPI-13547118
PM670	GAN	SRO-BPI-13547157
PM671	GAN	SRO-BPI-13547297
PM672	GAN	SRO-BPI-13547497
PM673	LASSEUBE	SRO-BPI-11662236
PM674	LASSEUBE	SRO-BPI-11662115
PM675	LASSEUBE	SRO-BPI-13318757
PM676	EYSUS	SRO-BPI-13248937
PM677	ASASP-ARROS	SRO-BPI-12933197
PM678	ISSOR	SRO-BPI-13038897
PM679	ESCOT	SRO-BPI-13195777
PM680	SAULT-DE-NAVAILLES	SRO-BPI-13387377
PM681	SAULT-DE-NAVAILLES	SRO-BPI-13387397
PM683	ACCOUS	SRO-BPI-13714657
PM684	BEDOUS	SRO-BPI-13598557
PM685	LEES ATHAS	SRO-BPI-13060417
PM686	ACCOUS	SRO-BPI-13714757
PM687	SARRANCE	SRO-BPI-13200317
PM688	OSSE EN ASPE	SRO-BPI-13558737
PM689	AYDIUS	SRO-BPI-13598577
PM690	URDOS	SRO-BPI-13399477
PM691	ACCOUS	SRO-BPI-13624277
PM692	LESCUN	SRO-BPI-13400337
PM693	ARTHEZ DE BEARN	SRO-BPI-13233057
PM694	ARTHEZ DE BEARN	SRO-BPI-13233037
PM695	URDES	SRO-BPI-13233017
PM696	CASTILLON (D'ARTHEZ)	SRO-BPI-13232997
PM697	MOMAS	SRO-BPI-13231297
PM698	MAZEROLLES	SRO-BPI-13302057
PM699	BOUMOURT	SRO-BPI-13175577
PM700	MONEIN	SRO-BPI-13089697
PM701	LUCQ-DE-BEARN	SRO-BPI-13736817
